City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
167,papatowai,-46.5619,169.4708,6.53,87,44,1.35,NZ,1712906492
168,hadibu,12.65,54.0333,29.88,61,25,0.94,YE,1712906492
169,belmopan,17.25,-88.7667,24.21,97,100,2.12,BZ,1712906492
170,labytnangi,66.6572,66.4183,0.21,100,100,1.39,RU,1712906493
171,port alfred,-33.5906,26.891,17.88,71,100,2.68,ZA,1712906493
172,nieuw amsterdam,5.8833,-55.0833,24.81,91,66,3.81,SR,1712906494
173,terrace,54.5163,-128.6035,5.12,87,100,2.06,CA,1712906495
174,primero de mayo,-32.2552,-58.4228,14.19,84,100,4.47,AR,1712906495
175,el calafate,-50.3408,-72.2768,5.05,61,0,1.74,AR,1712906496
176,whitehorse,60.7161,-135.0538,2.43,41,75,5.66,CA,1712906496
177,amahai,-3.3333,128.9167,27.92,78,98,1.25,ID,1712906497
178,langzhong,31.5504,105.9938,26.34,49,100,2.67,CN,1712906497
179,forster,-32.1667,152.5167,20.72,80,7,2.69,AU,1712906498
180,vadso,70.0744,29.7487,0.49,86,75,3.09,NO,1712906498
181,al jahra',29.3375,47.6581,28.12,26,0,5.01,KW,1712906499
182,korla,41.7597,86.1469,24.71,13,7,9.65,CN,1712906499
183,souillac,-20.5167,57.5167,31.3,66,40,5.14,MU,1712906500
184,jieshi,22.8134,115.8257,24.24,79,7,4.52,CN,1712906500
185,revda,56.801,59.9303,11.7,53,100,6.76,RU,1712906500
186,lazaro cardenas,17.9583,-102.2,23.42,78,87,1.15,MX,1712906501
187,dambulla,7.86,80.6517,33.01,53,100,5.73,LK,1712906501
188,collie,-33.3667,116.15,26.57,26,55,3.7,AU,1712906502
189,parnu,58.3859,24.4971,11.05,76,100,4.63,EE,1712906503
190,lobatse,-25.2167,25.6667,16.75,63,0,5.11,BW,1712906503
191,sredets,42.3475,27.179,21.06,63,1,2.52,BG,1712906504
192,invercargill,-46.4,168.35,8.9,84,82,2.68,NZ,1712906382
193,uliastay,47.7417,96.8444,9.57,37,100,7.8,MN,1712906477
194,chonchi,-42.6128,-73.8092,5.56,75,0,0.87,CL,1712906275
195,rifle,39.5347,-107.7831,9.39,41,0,0.0,US,1712906506
196,weno,7.4515,151.8468,27.97,100,100,5.14,FM,1712906507
197,poxoreo,-15.8372,-54.3892,22.89,93,100,1.04,BR,1712906507
198,tadine,-21.55,167.8833,23.85,77,100,4.15,NC,1712906508
199,shenjiamen,29.9576,122.298,15.05,96,90,3.33,CN,1712906509
200,karayazi,39.7028,42.1456,5.72,74,27,3.17,TR,1712906509
201,pokaran,26.9167,71.9167,37.76,16,100,5.57,IN,1712906510
202,la passe,45.5549,-0.8967,13.13,88,34,2.78,FR,1712906511
203,altay,47.8667,88.1167,0.94,86,100,7.11,CN,1712906511
204,magdagachi,53.45,125.8,0.98,99,100,1.36,RU,1712906511
205,santiago de cao,-7.9589,-79.2392,20.07,83,97,1.54,PE,1712906512
206,voskresensk,55.3125,38.6636,12.52,73,98,3.58,RU,1712906513
207,zhengzhou,34.7578,113.6486,28.9,28,0,3.63,CN,1712905841
208,new norfolk,-42.7826,147.0587,16.72,91,99,1.23,AU,1712906514
209,zukowo,54.3422,18.3648,14.79,69,75,7.72,PL,1712906514
210,antsiranana,-12.2787,49.2917,31.42,66,40,4.12,MG,1712906515
211,uturoa,-16.7333,-151.4333,28.88,78,88,9.07,PF,1712906515
212,malpica,43.3228,-8.8105,17.16,94,2,1.55,ES,1712906516
213,okhotsk,59.3833,143.3,-0.32,88,41,1.39,RU,1712906516
214,chestertown,39.209,-76.0666,20.08,89,100,11.79,US,1712906517
215,vilyuchinsk,52.9306,158.4028,5.15,96,88,0.9,RU,1712906517
216,saint-pierre,-21.3393,55.4781,30.82,66,0,2.57,RE,1712906304
217,homer,59.6425,-151.5483,4.33,67,100,4.47,US,1712906518
218,semera,11.501,41.201,30.45,45,60,1.72,ET,1712906519
219,laramie,41.3114,-105.5911,3.64,50,0,4.63,US,1712906331
220,acarau,-2.8856,-40.12,25.75,90,100,2.32,BR,1712906519
221,kirando,-7.4167,30.6,25.35,75,74,1.61,TZ,1712906520
222,koryazhma,61.3143,47.1691,6.62,74,100,5.23,RU,1712906520
223,jiazi,22.8779,116.067,25.88,70,1,4.32,CN,1712906521
224,olonkinbyen,70.9221,-8.7187,-7.48,88,100,9.38,SJ,1712906522
225,grojec,51.8625,20.8676,15.81,67,99,4.0,PL,1712906523
226,linkou,45.3,130.2833,21.79,37,84,7.65,CN,1712906523
227,toliara,-23.35,43.6667,25.37,56,77,5.85,MG,1712906524
228,touros,-5.1989,-35.4608,25.44,91,30,2.32,BR,1712906524
229,nushki,29.5542,66.0215,30.69,15,97,11.53,PK,1712906525
230,kirakira,-10.4544,161.9205,27.56,79,98,1.95,SB,1712906525
231,coxen hole,16.3244,-86.5366,27.46,83,2,4.51,HN,1712906526
232,enewetak,11.3474,162.3373,26.78,81,96,9.34,MH,1712906476
233,carnarvon,-24.8667,113.6333,26.63,56,38,7.03,AU,1712906527
234,hami,42.8,93.45,24.01,14,4,1.5,CN,1712906527
235,ivdel',60.6911,60.4206,5.57,90,94,3.58,RU,1712906528
236,baymak,52.5933,58.3225,12.64,65,100,9.26,RU,1712906313
237,formosa do rio preto,-11.0483,-45.1931,23.58,80,29,1.21,BR,1712906529
238,happy valley-goose bay,53.3168,-60.3315,3.17,70,75,1.54,CA,1712906530
239,ocean shores,46.9737,-124.1563,8.34,95,100,0.45,US,1712906530
240,alice town,25.7167,-79.3,25.97,83,51,8.19,BS,1712906531
241,takoradi,4.8845,-1.7554,27.32,81,100,1.8,GH,1712906141
242,las heras,-46.5419,-68.9359,7.99,35,0,2.7,AR,1712906433
243,platteville,42.7342,-90.4785,10.14,79,75,5.66,US,1712906532
244,puerto cabezas,14.0351,-83.3888,25.71,86,12,3.28,NI,1712906532
245,jaora,23.6333,75.1333,34.93,24,0,5.32,IN,1712906533
246,zizur mayor,42.7879,-1.6907,9.5,81,0,0.89,ES,1712906533
247,nantucket,41.2835,-70.0995,12.08,95,75,9.26,US,1712906494
248,strelka,58.0728,93.0344,-3.18,59,100,3.98,RU,1712906534
249,ambalavao,-21.8333,46.9333,21.61,82,97,0.86,MG,1712906535
250,saldanha,-33.0117,17.9442,19.03,58,7,3.89,ZA,1712906535
251,crane,31.3974,-102.3501,18.4,23,39,6.03,US,1712906536
252,kudahuvadhoo,2.6708,72.8944,29.44,70,29,0.97,MV,1712906478
253,vyazemskiy,47.5378,134.7525,20.96,32,61,4.86,RU,1712906537
254,olyokminsk,60.3736,120.4264,-2.8,54,100,2.1,RU,1712906537
255,ak'ordat,15.5486,37.8867,29.04,38,3,2.4,ER,1712906538
256,pierre,44.3683,-100.351,4.6,69,0,2.57,US,1712906381
257,santa marta de ortigueira,43.6833,-7.85,14.03,92,0,1.51,ES,1712906537
258,caluula,11.9661,50.7569,29.15,68,40,3.31,SO,1712906539
259,padangsidempuan,1.3667,99.2667,32.11,51,72,1.53,ID,1712906540
260,colipapa,9.4726,122.5616,28.66,74,100,3.39,PH,1712906540
261,nagqu,31.5,92.0,5.16,16,100,11.0,CN,1712906541
262,myeik,12.4333,98.6,33.14,61,99,6.42,MM,1712906541
263,alice springs,-23.7,133.8833,26.79,20,0,5.14,AU,1712906358
264,cockburn town,21.4612,-71.1419,25.14,82,1,9.01,TC,1712906542
265,goulburn,-34.75,149.7167,15.59,70,1,2.64,AU,1712906274
266,tocopilla,-22.092,-70.1979,19.69,84,6,4.64,CL,1712906543
267,santana,-0.0583,-51.1817,26.1,94,75,0.51,BR,1712906543
268,koraput,18.8167,82.7167,27.03,42,100,3.24,IN,1712906544
269,singkawang,0.9,109.0,28.77,82,74,2.28,ID,1712906544
270,benguela,-12.5763,13.4055,25.39,88,100,1.03,AO,1712906545
271,rikaze,29.25,88.8833,12.16,9,100,3.44,CN,1712906545
272,georgetown,5.4112,100.3354,33.97,57,20,5.66,MY,1712906432
273,labrador city,52.9463,-66.9114,2.88,67,100,4.02,CA,1712906546
274,maputo,-25.9653,32.5892,21.82,49,40,6.69,MZ,1712906547
275,rio grande,-32.035,-52.0986,19.94,64,100,7.3,BR,1712906488
276,adam,22.3756,57.5233,31.13,26,100,1.28,OM,1712906548
277,qamdo,31.1667,97.2333,6.42,30,11,4.27,CN,1712906548
278,yeppoon,-23.1333,150.7333,25.88,71,0,7.49,AU,1712906548
279,cabo san lucas,22.8909,-109.9124,22.09,44,100,1.79,MX,1712906263
280,yelizovo,53.1873,158.3805,5.08,48,0,4.0,RU,1712906549
281,houghton,47.1219,-88.569,6.71,89,100,5.14,US,1712906550
282,nar'yan-mar,67.6713,53.087,-7.72,92,100,7.6,RU,1712906550
283,christchurch,-43.5333,172.6333,11.41,92,75,5.14,NZ,1712906069
284,yuzhno-kurilsk,44.0306,145.8556,4.65,76,100,3.79,RU,1712906551
285,corner brook,48.9667,-57.9484,3.09,72,100,1.97,CA,1712906467
286,kenai,60.5544,-151.2583,2.27,90,100,4.12,US,1712906552
287,tatarsk,55.219,75.9828,2.86,52,100,6.98,RU,1712906553
288,remire-montjoly,4.9167,-52.2667,28.02,83,75,4.63,GF,1712906553
289,tchintabaraden,15.8969,5.7985,31.41,9,100,3.7,NE,1712906480
290,nema,57.5067,50.5011,9.65,74,100,4.57,RU,1712906554
291,evergreen,39.6333,-105.3172,6.32,45,1,2.68,US,1712906414
292,illizi,26.4833,8.4667,14.89,58,0,4.21,DZ,1712906555
293,miyako,39.6367,141.9525,13.93,72,26,4.32,JP,1712906555
294,an nuhud,12.7,28.4333,30.51,8,62,8.75,SD,1712906556
295,garliava,54.8167,23.8667,11.49,88,100,6.62,LT,1712906556
296,lazarevskoye,43.9061,39.3331,14.28,84,100,1.94,RU,1712906557
297,emerald,-23.5333,148.1667,29.08,27,0,4.06,AU,1712906360
298,lensk,60.7253,114.9278,-5.6,65,100,1.84,RU,1712906558
299,launceston,-41.45,147.1667,17.86,77,75,6.69,AU,1712906558
300,komsomol'sk,49.0097,33.6455,18.13,42,100,4.98,UA,1712906559
301,yangambi,0.8102,24.4336,26.4,79,100,0.55,CD,1712906559
302,punta arenas,-53.15,-70.9167,7.06,81,40,6.17,CL,1712906439
303,camarinas,43.1311,-9.1817,16.39,73,5,1.37,ES,1712906533
304,grand island,40.925,-98.342,5.72,51,0,4.12,US,1712906561
305,kidal,18.4411,1.4078,27.17,11,94,7.84,ML,1712906561
306,panaba,21.2833,-88.2667,20.42,80,0,2.89,MX,1712906562
307,naracoorte,-36.9579,140.7383,16.02,52,58,3.91,AU,1712906562
308,anahuac,27.2333,-100.15,21.4,32,98,6.42,MX,1712906562
309,sibiti,-3.6819,13.3499,22.49,96,100,0.99,CG,1712906563
310,san-pedro,4.7485,-6.6363,25.6,88,69,1.18,CI,1712906563
311,naze,28.3667,129.4833,19.51,94,100,4.79,JP,1712906565
312,gwandu,12.4938,4.6423,32.71,9,100,3.57,NG,1712906565
313,waiuku,-37.25,174.75,17.92,93,88,3.07,NZ,1712906566
314,al ghayzah,16.2079,52.176,31.11,53,25,7.36,YE,1712906566
315,petatlan,17.5167,-101.2667,24.16,76,0,0.67,MX,1712906567
316,yarmouth,41.7057,-70.2286,15.36,94,40,5.14,US,1712906538
317,gadzhiyevo,69.2551,33.3362,-0.84,79,100,6.45,RU,1712906567
318,anar darah,32.7587,61.654,23.13,47,5,2.97,AF,1712906568
319,benidorm,38.5382,-0.131,17.4,58,0,1.53,ES,1712906407
320,gambela,8.25,34.5833,35.06,40,71,2.09,ET,1712906569
321,grand-bassam,5.2118,-3.7388,26.98,80,30,1.5,CI,1712906569
322,cuenca,-2.8833,-78.9833,12.45,95,95,1.26,EC,1712906529
323,poshekhon'ye,58.4993,39.1353,9.01,86,100,5.97,RU,1712906570
324,belyy yar,53.6039,91.3903,-0.06,69,75,7.0,RU,1712906571
325,constitucion,-35.3333,-72.4167,10.05,88,73,1.55,CL,1712906341
326,sao tome,0.3365,6.7273,27.38,81,100,2.35,ST,1712906572
327,kerbakhiar,40.1067,46.0383,6.94,73,6,0.96,AZ,1712906572
328,rawson,-43.3002,-65.1023,12.57,53,100,6.99,AR,1712906383
329,san ignacio de velasco,-16.3667,-60.95,20.37,99,100,1.89,BO,1712906573
330,kilindoni,-7.9139,39.6668,27.74,83,100,4.12,TZ,1712906573
331,selfoss,63.9331,-20.9971,1.69,86,99,2.11,IS,1712906574
332,slave lake,55.2834,-114.769,7.99,36,100,3.09,CA,1712906574
333,al kharijah,25.4514,30.5464,25.44,26,83,6.52,EG,1712906575
334,ciudad madero,22.2667,-97.8333,23.36,62,88,3.68,MX,1712906575
335,jamestown,42.097,-79.2353,15.77,99,100,2.57,US,1712906330
336,villa gesell,-37.2639,-56.973,13.36,64,100,3.83,AR,1712906576
337,ekuvukeni,-28.4675,30.1551,15.01,63,20,0.49,ZA,1712906577
338,markovo,57.3206,107.0881,2.39,77,100,3.53,RU,1712906577
339,bryne,58.7354,5.6477,10.52,94,40,3.09,NO,1712906578
340,qinzhou,21.95,108.6167,29.63,67,100,6.47,CN,1712906578
341,tingi,-11.3,35.0333,19.17,97,100,1.15,TZ,1712906578
342,jinghong,21.991,100.7341,39.72,12,9,2.97,CN,1712906579
343,kolonia town,6.964,158.206,24.0,94,100,1.54,FM,1712906579
344,palikir - national government center,6.9248,158.1611,23.41,94,100,1.54,FM,1712906580
345,shimoda,34.6667,138.95,15.2,88,100,7.13,JP,1712906580
346,ulsan,35.5372,129.3167,20.23,55,100,3.27,KR,1712906349
347,hamilton,39.1834,-84.5333,11.69,82,100,6.69,US,1712906344
348,ola,59.5833,151.2833,-0.48,87,68,0.88,RU,1712906582
349,ust-tsilma,65.441,52.1498,1.45,99,100,7.6,RU,1712906582
350,ankang,32.68,109.0172,28.42,41,0,0.47,CN,1712906583
351,newman,37.3138,-121.0208,19.42,79,0,2.68,US,1712906583
352,ubari,26.5921,12.7805,23.89,13,99,4.48,LY,1712906584
353,ulladulla,-35.35,150.4667,20.43,73,2,3.89,AU,1712906584
354,saipan,15.1355,145.701,29.39,74,40,5.66,MP,1712906585
355,mar del plata,-38.0023,-57.5575,13.4,68,100,1.34,AR,1712906242
356,moires,35.0532,24.8744,20.62,56,0,0.89,GR,1712906586
357,saint-philippe,-21.3585,55.7679,30.77,79,90,0.69,RE,1712906586
358,mil'kovo,55.6078,37.7956,13.52,57,69,7.18,RU,1712906587
359,n'zeto,-7.2312,12.8666,27.34,78,100,2.87,AO,1712906587
360,garoua boulai,5.8833,14.55,23.58,74,100,1.83,CM,1712906588
361,moab,38.5733,-109.5498,13.05,18,0,2.7,US,1712906339
362,buenos aires,-34.6132,-58.3772,16.85,81,83,8.05,AR,1712906497
363,nyagan,62.1406,65.3936,0.84,98,100,4.98,RU,1712906589
364,nanakuli,21.3906,-158.1547,24.14,88,100,1.54,US,1712906590
365,prymors'k,46.7348,36.3443,19.11,52,12,1.07,UA,1712906590
366,arish,31.1316,33.7984,19.32,66,0,2.24,EG,1712906591
367,thunder bay,48.4001,-89.3168,4.99,81,20,2.06,CA,1712906570
368,as sulayyil,20.4607,45.5779,29.14,33,2,5.39,SA,1712906591
369,esmeraldas,-19.7625,-44.3139,23.17,94,100,2.09,BR,1712906592
370,ovejas,9.5325,-75.2238,25.53,88,100,1.47,CO,1712906592
371,yantai,37.5333,121.4,20.29,44,1,6.71,CN,1712906585
372,newtown trim,53.5561,-6.77,14.3,95,100,5.74,IE,1712906594
373,rio de teapa,17.7875,-92.8958,23.86,75,73,1.06,MX,1712906594
374,rasnov,45.5833,25.45,18.8,69,37,2.01,RO,1712906595
375,luau,-10.7073,22.2247,22.36,80,100,1.72,AO,1712906595
376,iskateley,67.6803,53.1512,-7.77,92,100,7.6,RU,1712906595
377,port macquarie,-31.4333,152.9167,21.61,76,1,3.28,AU,1712906359
378,port lincoln,-34.7333,135.8667,15.84,58,20,4.49,AU,1712906596
379,asmara,15.3333,38.9333,21.5,50,10,1.77,ER,1712906597
380,kingsville,27.5159,-97.8561,17.17,77,0,0.0,US,1712906304
381,greenland,43.0362,-70.8328,12.2,87,100,5.66,US,1712906571
382,maceio,-9.6658,-35.7353,25.69,94,75,1.03,BR,1712906469
383,vorgashor,67.5833,63.95,-2.89,97,100,7.2,RU,1712906599
384,turbat,26.0023,63.044,32.73,35,0,4.23,PK,1712906599
385,taltal,-25.4,-70.4833,16.75,87,35,1.65,CL,1712906600
386,pamandzi,-12.7967,45.2794,31.88,74,20,4.63,YT,1712906600
387,las tablas,7.7667,-80.2833,26.76,99,73,4.32,PA,1712906601
388,petawawa,45.9001,-77.3328,11.99,95,100,2.24,CA,1712906602
389,bel ombre,-4.6167,55.4167,30.91,74,40,5.14,SC,1712906602
390,al burayqah,30.4062,19.5739,19.26,55,8,3.24,LY,1712906422
391,greymouth,-42.4667,171.2,10.87,91,100,4.64,NZ,1712906603
392,zapala,-38.8992,-70.0544,5.79,86,100,3.27,AR,1712906603
393,yuxi,24.355,102.5422,30.91,16,6,7.43,CN,1712906604
394,porto novo,6.4965,2.6036,29.9,79,100,2.68,BJ,1712906604
395,shache,38.4167,77.2406,26.49,9,100,5.21,CN,1712906436
396,nova sintra,14.8667,-24.7167,22.2,81,0,7.55,CV,1712906605
397,priargunsk,50.3691,119.1012,13.73,44,17,2.41,RU,1712906606
